web-scraper-order,web-scraper-start-url,Article-Links,Article-Links-href,Articles-Content,gist
"1699701672-2220","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","El Shorbagy, who had three game balls in the third game, surprisingly went down 10-12.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2221","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","But the Egyptian’s showed resilience to take the fourth game 11-8 to force the match into a fifth game.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2222","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","In the decider, El Shorbagyplayed some attacking shots to seal a memorable 11-7 win.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701672-2223","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Gohar to face El Sherbini in World Squash Championships final","https://www.insidethegames.biz/articles/1123476/qoeld-squash-championships-semi-final","In the other men’s semi-final, Egypt’s Ali Farag beat compatriot Mostafa Asal 3-2.","World number one Nouran Gohar of Egypt secured a place in the final of the World Squash Championships in Cairo after a 3-1 win over world number four Amanda Sobhy of the United States."
"1699701677-2224","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","The Tokyo 2020 gold medallist crossed the line in 1 min, 47.41 sec.","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2225","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","""Tokyo was a really big event, so I took a bit of a break, a couple of months, before beginning that build to Paris,"" Carrington said.","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2226","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","""It’s nice to finally be back in Europe, three years since I raced a World Cup, but the nerves still seem the same.""","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2227","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","As expected, other Olympic medallists also had it easy in Czech Republic on Saturday.","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2228","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","China’s Shixiao Xu and Mengya Sun, also gold medal winners in Tokyo, dominated a quality C2 500 women’s field to finish first in 1:53.64.","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2229","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","Poland’s Tokyo 2020 bronze medallists with two new crew members comfortably won against Span and China in the women’s K4 500 crew in 1:32.11.","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2230","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","""It was a great race for us, our first final as a team, and now we know what we need to do to be better,"" said Anna Pulawska.","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2231","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","""We were a little bit surprised, because this is a new team, so we didn’t know what we could do, but now we know.""","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2232","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","Meanwhile, Ukraine’s Liudmyla Luzan bagged an emotional gold medal in the women’s C1 1000 in 4:25.31.","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2233","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","Among men, Portugal’s Fernando Pimenta, the Spanish men’s K4 and C2 500 crew of Cayetano Garcia and Pablo Martinez also secured wins in Olympic class races.","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2234","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","Pimenta, who bagged a bronze in Tokyo in the men’s K1 1000, was battling with Australian Tom Green before crossed the finish line to claim gold in 3:24.44.","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2235","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","With their win in 1:37.87, Garcia and Martinez also booked their tickets to the ICF World Championships this year.","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2236","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","""It was such a hard race, we have such a high level in Spain, it makes us much stronger here at the world cup,"" Martinez said.","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2237","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","""The Olympics are our main objective, and we won’t step until we get it,"" teammate Garcia said.","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701677-2238","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Women Olympic champions cruise to victory at ICF Canoe Sprint World Cup","https://www.insidethegames.biz/articles/1123458/olympic-women-champions-win","The last day of the competition is set to be held tomorrow.","Five-time Olympic champion Lisa Carrington of New Zealand cruised to victory in the women’s K1 500 in the International Canoe Federation (ICF) Canoe Sprint World Cup in Račice."
"1699701681-2239","https://www.insidethegames.biz/writers/24302/vimal-sankar?page=81","Belgium thrash Spain in FIH Pro League, China women stun England","https://www.insidethegames.biz/articles/1123474/belgium-thrash-spain-fih-hockey","The men's team starred in a 5-4 comeback victory while the women's team lost the shootout 4-3.","England’s men’s hockey team came out on top against France in a thrilling encounter that saw nine goals while the women’s team went down to China on penalties in the International Hockey Federation (FIH) Pro League match at the Lee Valley Hockey and Tennis Centre."
